"source","target","relation","logFC","p.adjust"
"9252","hsa04261","part_of_kegg",1.96300548235294,2.79824063938462e-07
"10000","hsa04261","part_of_kegg",1.45024097058823,2.79824063938462e-07
"5521","hsa04261","part_of_kegg",2.53519360588235,2.79824063938462e-07
"5525","hsa04261","part_of_kegg",4.21945338235294,2.79824063938462e-07
"154","hsa04261","part_of_kegg",2.82710840588235,2.79824063938462e-07
"7170","hsa04261","part_of_kegg",1.77243568823529,2.79824063938462e-07
"5519","hsa04261","part_of_kegg",-2.12494858235294,2.79824063938462e-07
"482","hsa04261","part_of_kegg",2.89169248823529,2.79824063938462e-07
"5527","hsa04261","part_of_kegg",1.00630685294118,2.79824063938462e-07
"59284","hsa04261","part_of_kegg",1.52043625294118,2.79824063938462e-07
"4634","hsa04261","part_of_kegg",1.62247884117647,2.79824063938462e-07
"148","hsa04261","part_of_kegg",1.76355086470588,2.79824063938462e-07
"5502","hsa04261","part_of_kegg",1.37266045294118,2.79824063938462e-07
"5500","hsa04261","part_of_kegg",1.16989967058824,2.79824063938462e-07
"147","hsa04261","part_of_kegg",3.52152742352941,2.79824063938462e-07
"153","hsa04261","part_of_kegg",-2.86820038823529,2.79824063938462e-07
"490","hsa04261","part_of_kegg",3.36892578823529,2.79824063938462e-07
"207","hsa04261","part_of_kegg",1.12482194117647,2.79824063938462e-07
"4625","hsa04261","part_of_kegg",1.76239110588235,2.79824063938462e-07
"5529","hsa04261","part_of_kegg",5.05096953529412,2.79824063938462e-07
"10368","hsa04261","part_of_kegg",1.47436728235294,2.79824063938462e-07
"5518","hsa04261","part_of_kegg",1.80228364117647,2.79824063938462e-07
"183","hsa04261","part_of_kegg",3.04125784705882,2.79824063938462e-07
"3753","hsa04261","part_of_kegg",1.4898213,2.79824063938462e-07
"185","hsa04261","part_of_kegg",1.51166366470588,2.79824063938462e-07
"6324","hsa04261","part_of_kegg",3.87998318235294,2.79824063938462e-07
"4635","hsa04261","part_of_kegg",3.72299204117647,2.79824063938462e-07
"805","hsa04261","part_of_kegg",-2.50540895882353,2.79824063938462e-07
"483","hsa04261","part_of_kegg",1.9024848117647,2.79824063938462e-07
"5501","hsa04261","part_of_kegg",2.86236340588235,2.79824063938462e-07
"7134","hsa04261","part_of_kegg",1.66441897058824,2.79824063938462e-07
"6543","hsa04261","part_of_kegg",3.68513218823529,2.79824063938462e-07
"5567","hsa04261","part_of_kegg",1.42515402941176,2.79824063938462e-07
"146","hsa04261","part_of_kegg",-1.74231609411765,2.79824063938462e-07
"51806","hsa04261","part_of_kegg",-1.21901578823529,2.79824063938462e-07
"55844","hsa04261","part_of_kegg",-1.97789608823529,2.79824063938462e-07
"27092","hsa04261","part_of_kegg",2.00520264705882,2.79824063938462e-07
"478","hsa04261","part_of_kegg",-1.22491206470588,2.79824063938462e-07
"5568","hsa04261","part_of_kegg",1.85798447647059,2.79824063938462e-07
"2778","hsa04261","part_of_kegg",1.4521161,2.79824063938462e-07
"109","hsa04261","part_of_kegg",1.68276878823529,2.79824063938462e-07
"5603","hsa04261","part_of_kegg",2.47822737647059,2.79824063938462e-07
"810","hsa04261","part_of_kegg",1.37126072352941,2.79824063938462e-07
"114","hsa04261","part_of_kegg",1.23529548235294,2.79824063938462e-07
"23533","hsa04261","part_of_kegg",-1.47561822941176,2.79824063938462e-07
"23439","hsa04261","part_of_kegg",1.22325963529412,2.79824063938462e-07
"2770","hsa04261","part_of_kegg",1.47812111764706,2.79824063938462e-07
"7139","hsa04261","part_of_kegg",-1.16130548823529,2.79824063938462e-07
"91860","hsa04261","part_of_kegg",1.26008552352941,2.79824063938462e-07
"148327","hsa04261","part_of_kegg",1.28116444117647,2.79824063938462e-07
"64091","hsa04261","part_of_kegg",1.07080988823529,2.79824063938462e-07
"481","hsa04261","part_of_kegg",-1.00171019411765,2.79824063938462e-07
"1390","hsa04261","part_of_kegg",1.00317578235294,2.79824063938462e-07
"2775","hsa04082","part_of_kegg",2.60176852352941,4.56602894414876e-06
"3362","hsa04082","part_of_kegg",3.2309120117647,4.56602894414876e-06
"3269","hsa04082","part_of_kegg",2.25266528823529,4.56602894414876e-06
"2556","hsa04082","part_of_kegg",1.86114778235294,4.56602894414876e-06
"2901","hsa04082","part_of_kegg",2.60938856470588,4.56602894414876e-06
"5578","hsa04082","part_of_kegg",1.61417398235294,4.56602894414876e-06
"2565","hsa04082","part_of_kegg",1.90075618823529,4.56602894414876e-06
"6571","hsa04082","part_of_kegg",2.13009514117647,4.56602894414876e-06
"4159","hsa04082","part_of_kegg",2.75716834117647,4.56602894414876e-06
"2897","hsa04082","part_of_kegg",1.75242759411765,4.56602894414876e-06
"4985","hsa04082","part_of_kegg",2.23701398235294,4.56602894414876e-06
"135","hsa04082","part_of_kegg",2.20101158235294,4.56602894414876e-06
"246213","hsa04082","part_of_kegg",2.18481133529412,4.56602894414876e-06
"5179","hsa04082","part_of_kegg",1.77586867647059,4.56602894414876e-06
"6863","hsa04082","part_of_kegg",2.24668361176471,4.56602894414876e-06
"2898","hsa04082","part_of_kegg",1.50451803529412,4.56602894414876e-06
"1131","hsa04082","part_of_kegg",1.88646560588235,4.56602894414876e-06
"1816","hsa04082","part_of_kegg",1.52664767058824,4.56602894414876e-06
"170572","hsa04082","part_of_kegg",1.92188514705882,4.56602894414876e-06
"2891","hsa04082","part_of_kegg",2.32741107058823,4.56602894414876e-06
"2567","hsa04082","part_of_kegg",2.28816587058824,4.56602894414876e-06
"2912","hsa04082","part_of_kegg",2.20808520588235,4.56602894414876e-06
"9568","hsa04082","part_of_kegg",2.36219360588235,4.56602894414876e-06
"2743","hsa04082","part_of_kegg",2.10649638235294,4.56602894414876e-06
"196883","hsa04082","part_of_kegg",1.31512148235294,4.56602894414876e-06
"111","hsa04082","part_of_kegg",2.25137942352941,4.56602894414876e-06
"3360","hsa04082","part_of_kegg",1.99564011176471,4.56602894414876e-06
"2900","hsa04082","part_of_kegg",1.59381469411765,4.56602894414876e-06
"116444","hsa04082","part_of_kegg",1.51320779411765,4.56602894414876e-06
"2792","hsa04082","part_of_kegg",2.97832234705882,4.56602894414876e-06
"5330","hsa04082","part_of_kegg",1.60403318823529,4.56602894414876e-06
"113","hsa04082","part_of_kegg",1.68990038235294,4.56602894414876e-06
"2560","hsa04082","part_of_kegg",1.28617209411765,4.56602894414876e-06
"6536","hsa04082","part_of_kegg",4.04041694117647,4.56602894414876e-06
"5332","hsa04082","part_of_kegg",1.61928038823529,4.56602894414876e-06
"2776","hsa04082","part_of_kegg",2.32381702941176,4.56602894414876e-06
"108","hsa04082","part_of_kegg",2.06934099411765,4.56602894414876e-06
"2562","hsa04082","part_of_kegg",2.16648258235294,4.56602894414876e-06
"115","hsa04082","part_of_kegg",1.65663801764706,4.56602894414876e-06
"6506","hsa04082","part_of_kegg",1.37494922941176,4.56602894414876e-06
"3361","hsa04082","part_of_kegg",2.09429516470588,4.56602894414876e-06
"5579","hsa04082","part_of_kegg",1.47538429411765,4.56602894414876e-06
"3363","hsa04082","part_of_kegg",1.5451511,4.56602894414876e-06
"2741","hsa04082","part_of_kegg",1.83251833529412,4.56602894414876e-06
"4988","hsa04082","part_of_kegg",2.08224012941176,4.56602894414876e-06
"11255","hsa04082","part_of_kegg",1.46183017058824,4.56602894414876e-06
"1139","hsa04082","part_of_kegg",3.57367075294117,4.56602894414876e-06
"2911","hsa04082","part_of_kegg",1.8752480117647,4.56602894414876e-06
"5028","hsa04082","part_of_kegg",1.56749461764706,4.56602894414876e-06
"2773","hsa04082","part_of_kegg",4.30320185294118,4.56602894414876e-06
"151","hsa04082","part_of_kegg",1.45197063529412,4.56602894414876e-06
"6866","hsa04082","part_of_kegg",1.52281505882353,4.56602894414876e-06
"2917","hsa04082","part_of_kegg",1.47791114705882,4.56602894414876e-06
"5331","hsa04082","part_of_kegg",1.24611033529412,4.56602894414876e-06
"4160","hsa04082","part_of_kegg",2.20077982941176,4.56602894414876e-06
"3359","hsa04082","part_of_kegg",1.55366444117647,4.56602894414876e-06
"5443","hsa04082","part_of_kegg",1.42288856470588,4.56602894414876e-06
"2916","hsa04082","part_of_kegg",1.63992295882353,4.56602894414876e-06
"2893","hsa04082","part_of_kegg",3.71754338823529,4.56602894414876e-06
"107","hsa04082","part_of_kegg",1.44187635294118,4.56602894414876e-06
"2787","hsa04082","part_of_kegg",1.34634959411765,4.56602894414876e-06
"2559","hsa04082","part_of_kegg",2.42371788235294,4.56602894414876e-06
"3351","hsa04082","part_of_kegg",3.39441618235294,4.56602894414876e-06
"140","hsa04082","part_of_kegg",2.68214357058823,4.56602894414876e-06
"5566","hsa04082","part_of_kegg",1.97179651176471,4.56602894414876e-06
"2793","hsa04082","part_of_kegg",1.7065283,4.56602894414876e-06
"6538","hsa04082","part_of_kegg",1.62253282941176,4.56602894414876e-06
"3350","hsa04082","part_of_kegg",2.43816041764706,4.56602894414876e-06
"2904","hsa04082","part_of_kegg",2.771037,4.56602894414876e-06
"6511","hsa04082","part_of_kegg",1.40543437647059,4.56602894414876e-06
"2784","hsa04082","part_of_kegg",6.36239444705882,4.56602894414876e-06
"154","hsa04082","part_of_kegg",2.82710840588235,4.56602894414876e-06
"152","hsa04082","part_of_kegg",-2.11627536470588,4.56602894414876e-06
"6532","hsa04082","part_of_kegg",1.08316469411765,4.56602894414876e-06
"1128","hsa04082","part_of_kegg",1.9118329117647,4.56602894414876e-06
"1815","hsa04082","part_of_kegg",4.85662602941176,4.56602894414876e-06
"200959","hsa04082","part_of_kegg",2.69398532941176,4.56602894414876e-06
"8001","hsa04082","part_of_kegg",1.27202355882353,4.56602894414876e-06
"148","hsa04082","part_of_kegg",1.76355086470588,4.56602894414876e-06
"8973","hsa04082","part_of_kegg",2.32030962352941,4.56602894414876e-06
"3354","hsa04082","part_of_kegg",1.10087769411765,4.56602894414876e-06
"11054","hsa04082","part_of_kegg",1.1009312,4.56602894414876e-06
"134","hsa04082","part_of_kegg",1.69231472352941,4.56602894414876e-06
"2555","hsa04082","part_of_kegg",1.11940129411765,4.56602894414876e-06
"1136","hsa04082","part_of_kegg",4.24328527647059,4.56602894414876e-06
"147","hsa04082","part_of_kegg",3.52152742352941,4.56602894414876e-06
"57030","hsa04082","part_of_kegg",1.68912785882353,4.56602894414876e-06
"2570","hsa04082","part_of_kegg",1.06567034705882,4.56602894414876e-06
"153","hsa04082","part_of_kegg",-2.86820038823529,4.56602894414876e-06
"9152","hsa04082","part_of_kegg",1.56540591176471,4.56602894414876e-06
"2569","hsa04082","part_of_kegg",5.3188395117647,4.56602894414876e-06
"54331","hsa04082","part_of_kegg",5.4965631117647,4.56602894414876e-06
"43","hsa04082","part_of_kegg",1.10019691176471,4.56602894414876e-06
"55970","hsa04082","part_of_kegg",1.25487327058824,4.56602894414876e-06
"3358","hsa04082","part_of_kegg",1.55372844117647,4.56602894414876e-06
"9127","hsa04082","part_of_kegg",1.24120411764706,4.56602894414876e-06
"1812","hsa04082","part_of_kegg",-1.83158285882353,4.56602894414876e-06
"6531","hsa04082","part_of_kegg",2.41412015294118,4.56602894414876e-06
"150","hsa04082","part_of_kegg",2.81773554117647,4.56602894414876e-06
"57084","hsa04082","part_of_kegg",2.50779885882353,4.56602894414876e-06
"6570","hsa04082","part_of_kegg",-1.56210174117647,4.56602894414876e-06
"2892","hsa04082","part_of_kegg",1.55787297058823,4.56602894414876e-06
"64805","hsa04082","part_of_kegg",2.94203382352941,4.56602894414876e-06
"1143","hsa04082","part_of_kegg",-1.33576874705882,4.56602894414876e-06
"5030","hsa04082","part_of_kegg",2.76235199411765,4.56602894414876e-06
"9177","hsa04082","part_of_kegg",2.15847703529412,4.56602894414876e-06
"6539","hsa04082","part_of_kegg",1.18129088235294,4.56602894414876e-06
"5567","hsa04082","part_of_kegg",1.42515402941176,4.56602894414876e-06
"4987","hsa04082","part_of_kegg",1.49258595294118,4.56602894414876e-06
"146","hsa04082","part_of_kegg",-1.74231609411765,4.56602894414876e-06
"94235","hsa04082","part_of_kegg",1.25094553529412,4.56602894414876e-06
"2788","hsa04082","part_of_kegg",2.97279554705882,4.56602894414876e-06
"60482","hsa04082","part_of_kegg",-1.34535603529412,4.56602894414876e-06
"5032","hsa04082","part_of_kegg",1.21455121176471,4.56602894414876e-06
"5568","hsa04082","part_of_kegg",1.85798447647059,4.56602894414876e-06
"2914","hsa04082","part_of_kegg",1.25182669411765,4.56602894414876e-06
"2778","hsa04082","part_of_kegg",1.4521161,4.56602894414876e-06
"109","hsa04082","part_of_kegg",1.68276878823529,4.56602894414876e-06
"114","hsa04082","part_of_kegg",1.23529548235294,4.56602894414876e-06
"2913","hsa04082","part_of_kegg",1.16373675294118,4.56602894414876e-06
"5023","hsa04082","part_of_kegg",2.61927782941176,4.56602894414876e-06
"181","hsa04082","part_of_kegg",1.19221612352941,4.56602894414876e-06
"5173","hsa04082","part_of_kegg",1.10755423529412,4.56602894414876e-06
"5025","hsa04082","part_of_kegg",1.02766014117647,4.56602894414876e-06
"2770","hsa04082","part_of_kegg",1.47812111764706,4.56602894414876e-06
"2782","hsa04082","part_of_kegg",-1.07945582941176,4.56602894414876e-06
"2767","hsa04082","part_of_kegg",1.41002394117647,4.56602894414876e-06
"53829","hsa04082","part_of_kegg",1.70477360588235,4.56602894414876e-06
"6540","hsa04082","part_of_kegg",-1.00613605294118,4.56602894414876e-06
"3356","hsa04082","part_of_kegg",3.85820867647058,4.56602894414876e-06
"2564","hsa04082","part_of_kegg",1.57648078235294,4.56602894414876e-06
"2558","hsa04082","part_of_kegg",1.5106482,4.56602894414876e-06
"6529","hsa04082","part_of_kegg",1.37414087058823,4.56602894414876e-06
"2918","hsa04082","part_of_kegg",2.7559389,4.56602894414876e-06
"2783","hsa04082","part_of_kegg",-1.11492595294118,4.56602894414876e-06
"6865","hsa04082","part_of_kegg",-1.31538659411765,4.56602894414876e-06
"6512","hsa04082","part_of_kegg",-1.03422256470588,4.56602894414876e-06
"5029","hsa04082","part_of_kegg",1.40932491764706,4.56602894414876e-06
"9934","hsa04082","part_of_kegg",1.70063764117647,4.56602894414876e-06
"1103","hsa04082","part_of_kegg",2.31553388823529,4.56602894414876e-06
"2550","hsa04082","part_of_kegg",2.05010345294118,4.56602894414876e-06
"2890","hsa04082","part_of_kegg",2.01756375294118,4.56602894414876e-06
"79627","hsa04082","part_of_kegg",1.02603637058823,4.56602894414876e-06
"2207","hsa04611","part_of_kegg",2.40944189411765,5.87031047399295e-06
"11093","hsa04611","part_of_kegg",2.22630401764706,5.87031047399295e-06
"146850","hsa04611","part_of_kegg",1.96479522941176,5.87031047399295e-06
"23365","hsa04611","part_of_kegg",1.82166413529412,5.87031047399295e-06
"9138","hsa04611","part_of_kegg",1.79282463529412,5.87031047399295e-06
"3688","hsa04611","part_of_kegg",1.86454737058823,5.87031047399295e-06
"3690","hsa04611","part_of_kegg",2.40420064117647,5.87031047399295e-06
"5592","hsa04611","part_of_kegg",1.94390496470588,5.87031047399295e-06
"2244","hsa04611","part_of_kegg",2.34648075882353,5.87031047399295e-06
"6300","hsa04611","part_of_kegg",2.50235042941176,5.87031047399295e-06
"5336","hsa04611","part_of_kegg",1.72033826470588,5.87031047399295e-06
"10627","hsa04611","part_of_kegg",1.91806254705882,5.87031047399295e-06
"9475","hsa04611","part_of_kegg",3.02260790588235,5.87031047399295e-06
"196883","hsa04611","part_of_kegg",1.31512148235294,5.87031047399295e-06
"111","hsa04611","part_of_kegg",2.25137942352941,5.87031047399295e-06
"208","hsa04611","part_of_kegg",1.57635791764706,5.87031047399295e-06
"5330","hsa04611","part_of_kegg",1.60403318823529,5.87031047399295e-06
"5742","hsa04611","part_of_kegg",2.07679454705882,5.87031047399295e-06
"113","hsa04611","part_of_kegg",1.68990038235294,5.87031047399295e-06
"5332","hsa04611","part_of_kegg",1.61928038823529,5.87031047399295e-06
"2776","hsa04611","part_of_kegg",2.32381702941176,5.87031047399295e-06
"108","hsa04611","part_of_kegg",2.06934099411765,5.87031047399295e-06
"6850","hsa04611","part_of_kegg",2.08324989411765,5.87031047399295e-06
"340156","hsa04611","part_of_kegg",1.74742717647059,5.87031047399295e-06
"115","hsa04611","part_of_kegg",1.65663801764706,5.87031047399295e-06
"6714","hsa04611","part_of_kegg",1.44991295294118,5.87031047399295e-06
"2147","hsa04611","part_of_kegg",1.78549181176471,5.87031047399295e-06
"283748","hsa04611","part_of_kegg",1.51424823529412,5.87031047399295e-06
"2983","hsa04611","part_of_kegg",1.57211497058823,5.87031047399295e-06
"54518","hsa04611","part_of_kegg",1.67996608235294,5.87031047399295e-06
"5028","hsa04611","part_of_kegg",1.56749461764706,5.87031047399295e-06
"2773","hsa04611","part_of_kegg",4.30320185294118,5.87031047399295e-06
"695","hsa04611","part_of_kegg",1.18676017058823,5.87031047399295e-06
"51206","hsa04611","part_of_kegg",1.74262452352941,5.87031047399295e-06
"5291","hsa04611","part_of_kegg",1.57964267647059,5.87031047399295e-06
"60","hsa04611","part_of_kegg",1.51043367647059,5.87031047399295e-06
"4846","hsa04611","part_of_kegg",1.15451796470588,5.87031047399295e-06
"2243","hsa04611","part_of_kegg",2.28525854117647,5.87031047399295e-06
"5331","hsa04611","part_of_kegg",1.24611033529412,5.87031047399295e-06
"2977","hsa04611","part_of_kegg",2.10930401764706,5.87031047399295e-06
"5600","hsa04611","part_of_kegg",1.72369631764706,5.87031047399295e-06
"8673","hsa04611","part_of_kegg",2.99056564705882,5.87031047399295e-06
"7094","hsa04611","part_of_kegg",4.21287242941176,5.87031047399295e-06
"2814","hsa04611","part_of_kegg",1.17951451176471,5.87031047399295e-06
"3709","hsa04611","part_of_kegg",3.48868882941176,5.87031047399295e-06
"1277","hsa04611","part_of_kegg",-2.38457215294118,5.87031047399295e-06
"1432","hsa04611","part_of_kegg",1.46771139411765,5.87031047399295e-06
"5739","hsa04611","part_of_kegg",1.16515974117647,5.87031047399295e-06
"5499","hsa04611","part_of_kegg",1.75267715294118,5.87031047399295e-06
"6916","hsa04611","part_of_kegg",1.28780457058824,5.87031047399295e-06
"5593","hsa04611","part_of_kegg",2.11939034117647,5.87031047399295e-06
"107","hsa04611","part_of_kegg",1.44187635294118,5.87031047399295e-06
"5566","hsa04611","part_of_kegg",1.97179651176471,5.87031047399295e-06
"10000","hsa04611","part_of_kegg",1.45024097058823,5.87031047399295e-06
"5590","hsa04611","part_of_kegg",1.92020143529412,5.87031047399295e-06
"387","hsa04611","part_of_kegg",1.56153896470588,5.87031047399295e-06
"85366","hsa04611","part_of_kegg",1.19011298823529,5.87031047399295e-06
"5296","hsa04611","part_of_kegg",1.6922586,5.87031047399295e-06
"3708","hsa04611","part_of_kegg",1.40899219411765,5.87031047399295e-06
"3673","hsa04611","part_of_kegg",1.05692758823529,5.87031047399295e-06
"10235","hsa04611","part_of_kegg",1.32618239411765,5.87031047399295e-06
"8503","hsa04611","part_of_kegg",4.08879244705882,5.87031047399295e-06
"10125","hsa04611","part_of_kegg",1.03457967058824,5.87031047399295e-06
"9002","hsa04611","part_of_kegg",1.78505971764706,5.87031047399295e-06
"5500","hsa04611","part_of_kegg",1.16989967058824,5.87031047399295e-06
"4638","hsa04611","part_of_kegg",1.78201086470588,5.87031047399295e-06
"84876","hsa04611","part_of_kegg",1.82401406470588,5.87031047399295e-06
"3710","hsa04611","part_of_kegg",3.38788270588235,5.87031047399295e-06
"2534","hsa04611","part_of_kegg",2.04219537058823,5.87031047399295e-06
"2909","hsa04611","part_of_kegg",1.56586389411765,5.87031047399295e-06
"1281","hsa04611","part_of_kegg",3.39017001764706,5.87031047399295e-06
"207","hsa04611","part_of_kegg",1.12482194117647,5.87031047399295e-06
"2811","hsa04611","part_of_kegg",1.25943444117647,5.87031047399295e-06
"5290","hsa04611","part_of_kegg",1.85342535294117,5.87031047399295e-06
"6915","hsa04611","part_of_kegg",1.28774575294118,5.87031047399295e-06
"64805","hsa04611","part_of_kegg",2.94203382352941,5.87031047399295e-06
"5584","hsa04611","part_of_kegg",1.53487480588235,5.87031047399295e-06
"5501","hsa04611","part_of_kegg",2.86236340588235,5.87031047399295e-06
"5567","hsa04611","part_of_kegg",1.42515402941176,5.87031047399295e-06
"1278","hsa04611","part_of_kegg",1.25436444117647,5.87031047399295e-06
"2212","hsa04611","part_of_kegg",-1.34971364705882,5.87031047399295e-06
"4067","hsa04611","part_of_kegg",1.39881683529412,5.87031047399295e-06
"5568","hsa04611","part_of_kegg",1.85798447647059,5.87031047399295e-06
"2778","hsa04611","part_of_kegg",1.4521161,5.87031047399295e-06
"109","hsa04611","part_of_kegg",1.68276878823529,5.87031047399295e-06
"5603","hsa04611","part_of_kegg",2.47822737647059,5.87031047399295e-06
"114","hsa04611","part_of_kegg",1.23529548235294,5.87031047399295e-06
"3674","hsa04611","part_of_kegg",1.17479297058823,5.87031047399295e-06
"23533","hsa04611","part_of_kegg",-1.47561822941176,5.87031047399295e-06
"5023","hsa04611","part_of_kegg",2.61927782941176,5.87031047399295e-06
"2770","hsa04611","part_of_kegg",1.47812111764706,5.87031047399295e-06
"83706","hsa04611","part_of_kegg",1.16640854705882,5.87031047399295e-06
"103910","hsa04611","part_of_kegg",-1.49148560588235,5.87031047399295e-06
"8605","hsa04611","part_of_kegg",-1.2959851,5.87031047399295e-06
"2812","hsa04611","part_of_kegg",-1.73831915294118,5.87031047399295e-06
"2982","hsa04611","part_of_kegg",1.64616465294118,5.87031047399295e-06
"84152","hsa04728","part_of_kegg",3.10416897058823,1.08087559132802e-05
"2775","hsa04728","part_of_kegg",2.60176852352941,1.08087559132802e-05
"6323","hsa04728","part_of_kegg",1.56590732352941,1.08087559132802e-05
"775","hsa04728","part_of_kegg",1.9487472,1.08087559132802e-05
"50632","hsa04728","part_of_kegg",1.75464835294118,1.08087559132802e-05
"5515","hsa04728","part_of_kegg",3.26895224117647,1.08087559132802e-05
"5578","hsa04728","part_of_kegg",1.61417398235294,1.08087559132802e-05
"6571","hsa04728","part_of_kegg",2.13009514117647,1.08087559132802e-05
"801","hsa04728","part_of_kegg",2.76474484705882,1.08087559132802e-05
"64764","hsa04728","part_of_kegg",1.75658041176471,1.08087559132802e-05
"773","hsa04728","part_of_kegg",1.74706657058823,1.08087559132802e-05
"84699","hsa04728","part_of_kegg",2.76599529411765,1.08087559132802e-05
"9575","hsa04728","part_of_kegg",1.96686438235294,1.08087559132802e-05
"6300","hsa04728","part_of_kegg",2.50235042941176,1.08087559132802e-05
"817","hsa04728","part_of_kegg",1.95187264117647,1.08087559132802e-05
"1386","hsa04728","part_of_kegg",1.92797767647059,1.08087559132802e-05
"163688","hsa04728","part_of_kegg",2.12743454117647,1.08087559132802e-05
"1816","hsa04728","part_of_kegg",1.52664767058824,1.08087559132802e-05
"2891","hsa04728","part_of_kegg",2.32741107058823,1.08087559132802e-05
"1644","hsa04728","part_of_kegg",1.84841553529412,1.08087559132802e-05
"111","hsa04728","part_of_kegg",2.25137942352941,1.08087559132802e-05
"5522","hsa04728","part_of_kegg",2.13521077058823,1.08087559132802e-05
