"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FEZ1",1.01355616470588,5.65379318181818,4.97344529822063,1.10500109684824e-05,1.58972866791611e-05,1.84177710274694
"MYRF",-0.717251258823529,4.15551020454545,-4.97229430837653,1.1091693473871e-05,1.59561079833813e-05,1.83806401129939
"NR1D1",2.78095984117647,5.17066888636363,4.97218690983341,1.10955907674848e-05,1.5960568307788e-05,1.83771755554505
"SLC14A1",0.931666317647058,9.25292138636364,4.97123477601367,1.11302011217782e-05,1.60092043420307e-05,1.83464616572383
"DENND1C",1.04346930588235,9.77650031818182,4.97060601252233,1.11531152885954e-05,1.60410113053664e-05,1.8326179894616
"YY1AP1",0.878189370588235,7.30952652272727,4.97017008033777,1.11690293990849e-05,1.60627465663342e-05,1.83121186164994
"NUDT14",1.02732025882353,3.79881909090909,4.96935206581628,1.11989523182699e-05,1.61046240372996e-05,1.82857339183072
"GAD2",0.859596011764705,6.30525868181818,4.96822070999174,1.1240467730655e-05,1.61631648539575e-05,1.82492444619821
"MFAP3L",1.80139274117647,9.10759684090909,4.96778082024966,1.12566506035424e-05,1.61852731043757e-05,1.82350573660555
"SRY",0.931221623529412,6.2923145,4.96718477877822,1.12786147700333e-05,1.6215690165313e-05,1.82158346858703
"ACTA2",-0.926504158823529,7.44363595454545,-4.96534914569182,1.13465241520644e-05,1.63121552902363e-05,1.8156638372843
"GDE1",1.00445942941176,4.53403897727273,4.96425570038523,1.13871679502702e-05,1.63694114373744e-05,1.81213792697214
"UGGT2",-0.841755558823529,7.14609677272727,-4.9623221404829,1.1459391284953e-05,1.64720526851449e-05,1.80590350728154
"KIF2B",-1.92374168823529,7.07804952272727,-4.96158188988843,1.14871610702912e-05,1.65107850010815e-05,1.80351687496742
"GRAMD2A",1.76590899411765,4.95425204545455,4.96145919390715,1.14917703060951e-05,1.65162249082866e-05,1.80312130176234
"IL5RA",1.38538272352941,7.24891961363637,4.96119477472054,1.15017097692562e-05,1.65293242053046e-05,1.80226882037644
"OSMR",1.06313963529412,3.93304104545455,4.95993771080926,1.15490787589849e-05,1.65962084433276e-05,1.79821624354019
"NOP16",2.22667617058823,8.82985695454545,4.95928961017298,1.15735758437564e-05,1.66302181552348e-05,1.79612697751392
"FAM117A",-1.45717942352941,8.16777370454546,-4.95862761873898,1.15986509387835e-05,1.66650534791071e-05,1.79399300850445
"UNG",0.786787158823529,5.30564318181818,4.95816761408183,1.16161067001741e-05,1.66889370593048e-05,1.79251020147163
"SPRY4-IT1",0.986817329411764,8.21037097727273,4.95462277578865,1.17514952792023e-05,1.68822399191753e-05,1.78108480727215
"COQ8B",-0.973747476470587,8.64593140909091,-4.95354493718451,1.17929693423559e-05,1.69406068028736e-05,1.77761125834783
"CRP",2.59626783529412,6.60363009090909,4.9523740593112,1.18381872161082e-05,1.70043429164692e-05,1.77383810508832
"GNRH1",-0.853471917647058,7.86980945454545,-4.95211516523851,1.18482084725879e-05,1.70175171809623e-05,1.77300385189638
"LENG8",0.921102564705882,9.08683147727273,4.95112130489442,1.1886756602659e-05,1.7071659611734e-05,1.7698013738742
"CDH26",1.07317970588235,5.10392422727273,4.95090782282357,1.18950529142258e-05,1.70823499876529e-05,1.7691135016625
"FJX1",-1.35128463529412,6.23213813636363,-4.94953587354552,1.19485059969742e-05,1.71578833069094e-05,1.76469306226289
"SLC17A2",1.55899168235294,4.42375104545455,4.94915160076494,1.19635202701404e-05,1.71782121748585e-05,1.76345499004143
"LPCAT3",1.56389497647059,7.06602256818182,4.94843820313831,1.19914434807883e-05,1.72170725205814e-05,1.76115659400727
"MAP1LC3A",0.712600088235295,5.77680729545455,4.94584596813743,1.20934492460712e-05,1.73622859096465e-05,1.75280579712917
"G3BP2",1.24861899411765,6.85723806818182,4.94378795502554,1.2175042647773e-05,1.74781750265293e-05,1.74617683077122
"PRDM2",1.99161811764706,5.34114140909091,4.94241474812339,1.22297877646452e-05,1.75555075959421e-05,1.74175408112971
"OS9",1.01570914117647,8.39258654545455,4.9422069841397,1.22380917473605e-05,1.75661689512128e-05,1.7410849556116
"BRIX1",1.37099758823529,7.32983347727273,4.93784476273579,1.24137333246817e-05,1.78170026481353e-05,1.72703775215353
"C2orf69",0.427811694117647,4.74025256818182,4.93735266881695,1.24337026197383e-05,1.78443853616992e-05,1.72545332788949
"FAXDC2",-1.51304057058823,7.87585009090909,-4.93707440529449,1.24450086535807e-05,1.78593318538956e-05,1.72455740540003
"WLS",1.16111673529412,8.87985931818182,4.93572579214342,1.24999476333028e-05,1.79368876067566e-05,1.72021548515248
"MSANTD4",0.998201488235294,5.14248656818182,4.93389877158753,1.25747576630593e-05,1.80429443096056e-05,1.71433383246391
"ZBTB32",0.505838964705882,3.96870256818182,4.93318904569243,1.26039374474084e-05,1.80835177586653e-05,1.71204920288091
"RWDD2B",-1.79736657058823,6.43354002272727,-4.9306663144321,1.27081993925891e-05,1.82318019216748e-05,1.7039291878704
"GMIP",-1.14113015882353,6.975851,-4.93057268757602,1.2712085234085e-05,1.82360707110563e-05,1.70362784949599
"FTO",0.862016394117649,9.93483470454546,4.92944556173768,1.27589570243341e-05,1.83019997931587e-05,1.70000031514919
"CD5",0.905362158823529,5.20122956818182,4.9288567610362,1.27835102191606e-05,1.83359069676518e-05,1.69810541413356
"RNF17",0.568305464705882,5.9395815,4.92838972611222,1.28030188962807e-05,1.83625742486071e-05,1.69660242898868
"PROSER2-AS1",2.72961968823529,6.06938002272727,4.92763141820197,1.28347570378338e-05,1.8406776416229e-05,1.69416216976938
"SYN3",3.42825982352941,5.48551065909091,4.9270214213933,1.28603441224284e-05,1.84421514396511e-05,1.69219925596063
"H1-10",2.06551192941176,8.6599505,4.92488938214405,1.29501712762893e-05,1.85696371515124e-05,1.68533907858015
"IQCN",-0.860669358823529,6.63377456818182,-4.92387058411043,1.299331366184e-05,1.86301667220657e-05,1.68206122394124
"MYC",-1.15370078823529,8.75048686363636,-4.9231551652061,1.30236937836627e-05,1.86723900568516e-05,1.67975956612611
"FXYD7",0.868982470588236,5.22221320454545,4.92078522803019,1.31248342681176e-05,1.88160509596316e-05,1.67213562847845
"ZNF511",-0.954950411764705,6.48790136363636,-4.92038551196909,1.31419689463828e-05,1.88390688097678e-05,1.67084986793468
"FBXW4P1",1.47066411764706,7.95005654545455,4.92036681673631,1.31427708973895e-05,1.88390688097678e-05,1.67078973197712
"CYP7A1",0.859841811764706,5.72397904545455,4.92023432592556,1.3148455609274e-05,1.8845868829778e-05,1.67036355768026
"LILRP2",-0.852249194117646,7.82409536363636,-4.91979749680842,1.31672155941102e-05,1.88714075109978e-05,1.66895846142565
"C1orf35",1.14225802941177,9.01341425,4.91960968996906,1.31752892294611e-05,1.88816278326345e-05,1.66835437619016
"AAGAB",-1.13272303529412,8.68575245454545,-4.91930555366205,1.31883741186638e-05,1.88990278521406e-05,1.66737612803995
"OR52A1",1.12314623529412,7.42921877272727,4.91913852151033,1.31955658152442e-05,1.89079810022155e-05,1.66683887974339
"LOC105377458",-0.850168847058822,8.50665913636364,-4.91890469032969,1.32056400959425e-05,1.89210630428381e-05,1.66608678515827
"SENP2",-0.847483176470587,5.19302347727273,-4.91644927076696,1.33118876779121e-05,1.907193062251e-05,1.65818977608683
"PDE6B",0.9396448,5.42559247727273,4.91454484330756,1.33948738838189e-05,1.91894524523106e-05,1.65206560094651
"ECH1",0.743365735294117,9.89645115909091,4.91161525852354,1.35235293208272e-05,1.93723783863566e-05,1.6426460650006
"TRIM10",0.558169494117646,7.17881140909091,4.91146286592475,1.35302550423807e-05,1.93806270296011e-05,1.64215611792076
"SLC17A5",-0.69322215882353,9.38461986363636,-4.91025461706452,1.35836970528158e-05,1.94557857401692e-05,1.63827170997109
"INCENP",1.65220924705882,6.58263561363636,4.90983971754923,1.36020964525328e-05,1.9480746131203e-05,1.63693790833306
"SLC9B1",0.855170435294118,3.91448272727273,4.90811010384402,1.36790642899874e-05,1.95895779137137e-05,1.63137795908891
"LOC105376100",1.12631846470588,3.96900131818182,4.90661935030582,1.37457475150322e-05,1.96836667539584e-05,1.62658628186174
"PLGRKT",0.516408764705882,7.23241888636364,4.90576555992572,1.37840829332417e-05,1.97371514881127e-05,1.62384215739115
"IL33",-0.517570235294117,13.5896702272727,-4.9056580952866,1.37889155920958e-05,1.97426600772541e-05,1.62349677024491
"DPCD",-0.993655588235295,5.47478825,-4.90305214288258,1.39066177303309e-05,1.99093465041781e-05,1.61512199304247
"GOLGA8G",1.64801111176471,5.02034013636364,4.90303660330271,1.39073225655434e-05,1.99093465041781e-05,1.61507205708622
"TLN2",-0.542155,12.7362593181818,-4.90292065665192,1.3912582718814e-05,1.99154535531858e-05,1.61469946754041
"CYP4A11",-1.1027261,4.62767602272727,-4.90287554416898,1.39146298677978e-05,1.9916960736815e-05,1.61455450119915
"KCTD3",-1.10986704117647,8.20659797727273,-4.90255932573608,1.39289878158107e-05,1.99360877340898e-05,1.61353836219995
"STN1",0.762012199999999,8.95898663636363,4.90214073221827,1.39480166026979e-05,1.99618967339604e-05,1.61219327864278
"MGC15885",-0.907709458823527,10.0727379772727,-4.90126668195525,1.39878326581047e-05,2.00174499076406e-05,1.60938476182302
"CREG2",1.02031912352941,4.93583425,4.90107476700768,1.39965900585534e-05,2.00285514717438e-05,1.60876811555925
"ZBTB46",-1.52122934117647,6.89508747727273,-4.90090055820739,1.40045441810761e-05,2.00385020739512e-05,1.6082083672163
"SLC25A36",-0.673340217647058,7.51452154545455,-4.90021965496617,1.4035676039948e-05,2.0081612915666e-05,1.60602061850322
"RNLS",0.838338517647058,9.36244163636363,4.9001911412338,1.403698121639e-05,2.00820459739127e-05,1.60592900547627
"LINC00938",-2.1327451,5.69336775,-4.89914457708953,1.40849691697714e-05,2.01492610446947e-05,1.60256655757705
"COG6",0.842414435294119,5.70666595454545,4.89780619069221,1.41465738904161e-05,2.02359445996013e-05,1.59826682580171
"PSRC1",-1.82432448235294,8.20640388636364,-4.89746822506829,1.4162172131268e-05,2.02568105771911e-05,1.59718112196504
"ZNF142",0.813575894117647,4.884787,4.8957863207502,1.42400502894075e-05,2.03667490645017e-05,1.5917783729283
"ZNF432",-1.00025898823529,7.01343738636364,-4.89561211236542,1.42481408621859e-05,2.03768656922473e-05,1.59121879668694
"LOC654780",1.12898369411765,4.44170636363636,4.895446926274,1.42558166104529e-05,2.03863876599509e-05,1.59068820623848
"LIG4",1.90663367058823,6.98290181818182,4.89455897945102,1.42971470317956e-05,2.04440323606916e-05,1.58783613953877
"SULF2",0.954055670588236,6.15338522727273,4.89402366361133,1.43221209578907e-05,2.04782817293694e-05,1.58611678703327
"COPB2",1.17733162352941,8.33844911363637,4.89313840453961,1.43635151330122e-05,2.05360027938406e-05,1.58327358742203
"NPVF",1.07758394117647,9.74216988636364,4.89263973862829,1.43868843856525e-05,2.05679466181409e-05,1.58167207898555
"DEFB1",0.681273147058824,6.50496659090909,4.8926149643905,1.43880463716826e-05,2.05681399355987e-05,1.58159251559869
"GORASP2",1.00662625294118,4.28855406818182,4.89111899344615,1.44583837293443e-05,2.06672144188829e-05,1.5767883611317
"SURF4",-0.6746913,7.79916740909091,-4.89060444879002,1.44826548254481e-05,2.07004310712363e-05,1.57513605111399
"MEX3A",1.10400747647059,5.11315818181818,4.89056389043005,1.44845696730988e-05,2.0701690902648e-05,1.57500581187542
"ZNF90",0.432571558823529,3.29815420454545,4.89035856844772,1.44942671994429e-05,2.07140729499351e-05,1.57434649557927
"H3C10",0.567763958823529,6.33774720454545,4.88921550940574,1.45483720022479e-05,2.07899121093615e-05,1.5706761242011
"RNF216",1.85030048235294,3.56631865909091,4.88802733449515,1.46048234480885e-05,2.08690936095377e-05,1.56686114403989
"ARRB1",0.783150211764705,7.80282909090909,4.88553670410802,1.47238579705536e-05,2.10376835139893e-05,1.55886510940553
"KCNJ14",0.787284682352941,7.98222029545455,4.88313466979185,1.48395644808501e-05,2.12014945924248e-05,1.55115460818864
"WDR20",1.31818750588235,6.15780834090909,4.88268304369278,1.48614193489513e-05,2.12304488465083e-05,1.54970501470892
"GNA11",1.41002394117647,6.04682738636363,4.8826720842222,1.48619500885875e-05,2.12304488465083e-05,1.54966983834899
"LINC00955",1.20975743529412,8.12687820454546,4.88040121067829,1.49723269934511e-05,2.13865982838572e-05,1.54238155456909
"CD24",2.1046448,7.97984411363636,4.87788023642151,1.50958072475755e-05,2.15614410540772e-05,1.53429171789262
"MGAT3",0.907295076470588,5.83307531818182,4.87771321745433,1.51040234123526e-05,2.15716381716987e-05,1.53375579429473
"ZNF217-AS1",1.58806910588235,7.39294745454545,4.87737742961357,1.512055517336e-05,2.15937093628536e-05,1.53267834798237
"SLCO3A1",0.867864835294119,8.40842268181818,4.87455557606657,1.52601897314351e-05,2.17915683418954e-05,1.52362467446682
"PDXDC1",0.855476370588235,3.86533036363636,4.87365171345094,1.5305184130044e-05,2.18542624914848e-05,1.52072502727317
"NFASC",-0.454734976470589,3.50927988636364,-4.87351108036652,1.53121966147225e-05,2.18627172192531e-05,1.52027388152203
"DPY19L4",-0.342816835294118,5.02810515909091,-4.87315216397768,1.53301078757799e-05,2.18867308793117e-05,1.51912250793031
"PF4V1",0.586422794117648,7.21229429545455,4.87291140405627,1.5342134266676e-05,2.19023399109218e-05,1.51835018400459
"VPS25",-1.29157365882353,8.19165384090909,-4.87159048102453,1.54082824849085e-05,2.19952052118355e-05,1.51411304412489
"TRABD2A",0.956531905882353,4.72411138636364,4.86590839275501,1.5696047427175e-05,2.2404390912154e-05,1.49589031742583
"SUGT1P4-STRA6LP-CCDC180",2.46847084117647,7.451315,4.86481738018518,1.5751904264942e-05,2.24825184350067e-05,1.49239209046564
"SGF29",-0.924485517647057,10.1471422954545,-4.86395499643303,1.57961945887747e-05,2.25441272443955e-05,1.48962710022533
"RNF128",1.03855937058824,9.44437761363636,4.86271658764384,1.58600116656772e-05,2.26335936230566e-05,1.48565673968303
"GABRA1",0.654799988235294,7.12993968181818,4.86258748533295,1.58666791169965e-05,2.26414956597573e-05,1.48524285221792
"C16orf92",-1.25731777058823,4.46777656818182,-4.86223998878352,1.58846392091332e-05,2.26655098395438e-05,1.4841288332247
"RHBDF2",1.15299756470588,6.78919370454545,4.86066247906126,1.59664239524911e-05,2.27805843743805e-05,1.47907187631332
"MEAK7",-1.40486449411765,8.29735772727273,-4.86049064960926,1.59753573498193e-05,2.2791707031663e-05,1.47852107853343
"MED22",1.92161115294118,7.24162047727273,4.85853927903866,1.60771553432859e-05,2.2935306639845e-05,1.47226637356912
"EPHX2",0.935550394117647,7.704032,4.8570065263253,1.6157563349553e-05,2.30483734969911e-05,1.46735397043412
"ARMC6",-1.45315023529412,8.31699729545454,-4.85522427973476,1.62515584141109e-05,2.31808044824459e-05,1.46164251680127
"THBS4",0.695645347058822,6.71269993181818,4.85493932435316,1.62666367660153e-05,2.3200659857374e-05,1.46072939469505
"SMARCD3",1.40001078235294,5.57326595454546,4.85441634861939,1.6294345806351e-05,2.32385259285792e-05,1.45905359146777
"DIAPH3-AS1",-1.38602102352941,8.26871527272727,-4.85375586603848,1.63294069321714e-05,2.32868711942235e-05,1.45693724166176
"SLC35B1",-0.884439052941177,7.99076495454545,-4.85360647277464,1.63373476479252e-05,2.32965367371325e-05,1.45645856025672
"PGM5",0.505667952941176,3.62624827272727,4.85350803301931,1.63425821070728e-05,2.33023421431335e-05,1.4561431448957
"RTN2",0.991455947058823,3.85584109090909,4.85265837742986,1.63878306742305e-05,2.33651974424331e-05,1.45342080163778
"KLRC2",0.514895670588235,4.38458861363636,4.85177239450826,1.64351454039166e-05,2.34309894478157e-05,1.450582211452
"WSCD2",1.97705058235294,5.39970920454546,4.84957989872498,1.65528124641742e-05,2.35970637120935e-05,1.44355834978332
"C1orf162",1.38636110588235,7.10732181818182,4.84882423079917,1.65935598526773e-05,2.36534683675252e-05,1.44113771278945
"NDUFC2",0.550774088235294,5.41362777272727,4.84692933851026,1.66961722559113e-05,2.37980448719521e-05,1.43506827395029
"FCGR1BP",0.919943329411765,8.99490243181818,4.84614165614094,1.67390107353635e-05,2.38574075454146e-05,1.43254549025092
"USP47",1.99248008823529,8.41528454545455,4.84608183128939,1.67422687618338e-05,2.38603534317767e-05,1.43235388852491
"MTARC2",0.735987782352942,9.83183715909091,4.84426810231327,1.6841340682383e-05,2.39998389805433e-05,1.42654536686254
"CELP",1.243918,3.66018088636364,4.8430690976946,1.69071513672639e-05,2.40919089620878e-05,1.42270586801889
"CYTIP",0.982454935294117,7.70509936363637,4.84254529903326,1.69359810053935e-05,2.4131273312472e-05,1.42102862714416
"TAAR3P",-1.38935561764706,8.90152904545455,-4.84128365909587,1.70056201587853e-05,2.42287754637829e-05,1.41698898394628
"P2RY13",1.70477360588235,10.5927482045455,4.83937583537361,1.71114633828437e-05,2.43778418665191e-05,1.4108809124792
"CXCL8",1.14649457647059,5.8259,4.83889107727588,1.71384603324601e-05,2.44145667316058e-05,1.40932902790808
"ZNF506",-1.36227766470588,7.99539490909091,-4.83835082425421,1.71685973514175e-05,2.44557592365495e-05,1.40759953800185
"SPINK2",1.00722419411765,8.40828988636363,4.8367782642769,1.72566173269256e-05,2.45793912324356e-05,1.40256568921274
"LTC4S",0.798134370588235,10.4371488636364,4.83264735502766,1.7489958588466e-05,2.4909978702037e-05,1.3893447226043
"APTX",-0.964033723529411,8.88103602272727,-4.83246477465395,1.75003433921835e-05,2.49229972154287e-05,1.38876045133685
"CDH24",1.14216538823529,4.05460790909091,4.83114026742318,1.75758608598086e-05,2.50287655323584e-05,1.38452212117901
"TFE3",-1.03709038235294,8.07957506818182,-4.83029934967857,1.76239728076951e-05,2.50954949732548e-05,1.38183142147877
"PPP6R2",2.11539471764706,6.59238277272728,4.8301347398161,1.76334059130189e-05,2.51071424585681e-05,1.38130473252206
"GTPBP8",1.1933552,8.34903795454546,4.82933411785942,1.76793572252276e-05,2.51707806635223e-05,1.37874312239131
"KL",-0.353489235294117,13.8976627272727,-4.82873149926184,1.77140220533893e-05,2.52183419638615e-05,1.37681511180624
"KCNC2",0.877878147058823,10.1183823863636,4.82723981314072,1.78001176843793e-05,2.53391101089743e-05,1.37204293559379
"NDUFA13",1.08780301176471,5.46195643181818,4.82456756261367,1.79553842323094e-05,2.55583213914319e-05,1.36349501014148
"MCC",0.542004588235295,12.7216579545455,4.82345052689731,1.80206825472122e-05,2.56494466950231e-05,1.359922281259
"HERPUD2",0.475944441176471,4.93235161363636,4.82153782431093,1.81330368243552e-05,2.58075306334269e-05,1.35380526039362
"AGPAT4-IT1",1.90070042352941,5.72866772727273,4.82126695770299,1.81490035279892e-05,2.58284199113868e-05,1.35293905919439
"EPOR",0.671777788235294,6.98188640909091,4.8211652397041,1.81550030499471e-05,2.58351226182098e-05,1.35261378011456
"HNF4G",-2.19629766470588,5.09982361363636,-4.81847827354413,1.83141950388016e-05,2.60598064368002e-05,1.34402199971934
"CDH22",1.20650634705882,4.70787620454545,4.81716670520349,1.83923989845064e-05,2.6169226255958e-05,1.33982867713328
"SLC6A13",-1.00613605294118,8.79713575,-4.81696454792645,1.84044821033507e-05,2.6184558628858e-05,1.33918237378814
"LINC00529",2.00253754705882,4.99974622727273,4.81648016323279,1.84334660373622e-05,2.62239323670506e-05,1.3376338131615
"OR7E24",-1.14901355882353,9.12377518181818,-4.81631478085436,1.84433722526734e-05,2.62361619773862e-05,1.33710510221274
"FMR1NB",1.02412122352941,2.97502661363636,4.8159256746087,1.8466699965812e-05,2.62674809142331e-05,1.33586118974841
"ZNF576",0.769544423529411,10.1309161590909,4.81559938873284,1.84862838789062e-05,2.6293470509958e-05,1.33481812738681
"EVC",0.975462464705882,8.74022234090909,4.81500785863656,1.85218401339203e-05,2.63421726349088e-05,1.33292719281678
"LSS",2.37335971764706,8.40011095454546,4.81487263819412,1.85299775508928e-05,2.63518749325205e-05,1.33249494557443
"CYC1",-1.08291475294118,4.84332686363636,-4.81442887726518,1.85567073510656e-05,2.63880145990308e-05,1.33107643966665
"ADPRM",4.29779822941176,10.7531506590909,4.81114058974246,1.87559636289898e-05,2.66694678744977e-05,1.32056646684721
"LINC01533",0.305935035294117,5.85184138636364,4.81088398083785,1.87716014164098e-05,2.6689809040636e-05,1.31974638779437
"PPEF2",-0.902701823529411,6.59081290909091,-4.80978942184147,1.88384483979547e-05,2.67829523284478e-05,1.31624850765492
"PDE3A",-0.794550252941176,5.98320888636364,-4.80822696577173,1.89342773501993e-05,2.69172836476611e-05,1.31125578258166
"PTPRJ",0.625010752941177,5.38167006818182,4.80789045331632,1.89549791897608e-05,2.69448015277666e-05,1.31018054287946
"INF2",0.969087617647059,8.49107072727272,4.80741244444515,1.89844240590556e-05,2.6984742975307e-05,1.30865322625368
"CFTR",-1.46845484117647,8.43791143181818,-4.80723966488607,1.89950781917189e-05,2.6997971217292e-05,1.30810117846777
"ALMS1",0.763483623529412,8.91050529545455,4.80642227712252,1.90455608057702e-05,2.70678023455969e-05,1.30548962434633
"HK2",1.77866715294118,4.49873734090909,4.80456774384633,1.91605891471425e-05,2.72293502976418e-05,1.29956488420063
"EXOG",1.29686225882353,7.25387545454545,4.80380554737638,1.92080629666037e-05,2.72948795734557e-05,1.29713006845262
"SENP3",1.25816654117647,4.67937927272727,4.803532985411,1.92250677492087e-05,2.73171057704744e-05,1.2962594048919
"FAM135A",0.536393635294117,3.90295990909091,4.80340566054307,1.92330164616829e-05,2.7326461859737e-05,1.29585268733664
"SHISA4",-1.12061132352941,4.40191479545454,-4.80306578359668,1.92542503612352e-05,2.73546910096641e-05,1.29476702432054
"LOC151760",-0.962747317647058,10.1193510909091,-4.80292810337363,1.92628585396725e-05,2.73649799494163e-05,1.29432724135175
"KCNK7",-1.17413228235294,7.96474375,-4.80257251370695,1.9285108611915e-05,2.73946458455454e-05,1.29319142197658
"RAB3B",-0.834935247058821,10.4751392954545,-4.80228680717805,1.93030042760278e-05,2.74181225028284e-05,1.29227884063207
"TEAD1",1.13764055882353,5.62208036363636,4.80119659317333,1.9371441933578e-05,2.75133809425294e-05,1.288796714792
"SERPINA4",1.23537744705882,4.66648606818182,4.80035668085916,1.94243299853878e-05,2.75865422380212e-05,1.28611421076442
"CLCA1",1.40059683529412,7.069973,4.79987802339037,1.94545339516268e-05,2.76274793789159e-05,1.28458554227127
"IL1F10",1.78529803529412,5.93746,4.79973048202626,1.94638533463373e-05,2.76387545356085e-05,1.28411435479731
"ANKRD11",0.8192931,6.95694834090909,4.79967956197231,1.94670707130696e-05,2.76413638023965e-05,1.28395173774199
"NXPH4",0.878779488235294,7.53516804545455,4.79744552506349,1.96087444927504e-05,2.78405535246138e-05,1.27681768328688
"BBLN",1.94521269411765,5.98129418181818,4.79689965370771,1.96435156078163e-05,2.78879450500196e-05,1.27507467906208
"PVT1",2.3910582,4.13404561363636,4.79657793284207,1.96640371417835e-05,2.7915101128496e-05,1.27404743057306
"SLC16A10",0.973907270588235,4.23934145454545,4.79575908617813,1.9716364050443e-05,2.79874011237581e-05,1.27143296288539
"ZBTB33",0.750083758823528,9.00905852272727,4.79516473825762,1.97544306607591e-05,2.80394497977983e-05,1.26953537403863
"CLCN6",1.73658504705882,8.82741647727273,4.7936505198237,1.98517403303353e-05,2.81755747695393e-05,1.26470121375684
"DAAM1",0.410510347058823,4.09324884090909,4.79193629472968,1.99624731261039e-05,2.83307305463771e-05,1.25922908713304
"TMEM74",0.948869523529411,3.016818,4.79048561932329,2.0056656667857e-05,2.84623793121643e-05,1.2545987232139
"FAM111A-DT",0.736718852941176,8.90704136363636,4.78991866330917,2.00935845137269e-05,2.85127636876799e-05,1.25278919008477
"LINC01359",1.0430033,7.87571734090909,4.78908401853275,2.01480697654722e-05,2.85880530912268e-05,1.25012540249809
"CALCOCO1",0.970483494117648,8.53840988636363,4.78861981632952,2.01784356304474e-05,2.86291113073958e-05,1.24864395163907
"DLG2",2.59191287058824,7.61763125,4.78676257204825,2.03003791774359e-05,2.88000846800564e-05,1.24271719443402
"FPGS",-1.76760214117647,5.455357,-4.78612875979238,2.03421601144772e-05,2.88573154460172e-05,1.24069476009548
"CPEB4",0.776447441176471,6.6470675,4.78489465642011,2.04237554175611e-05,2.89710146243155e-05,1.23675708767476
"CLVS1",0.98725284117647,5.19954981818182,4.78302982666869,2.0547664429092e-05,2.91447152760442e-05,1.23080753293195
"TRIM39",0.87574768235294,7.45066297727273,4.78276623361892,2.05652385416777e-05,2.91675770650586e-05,1.22996662233035
"ZFYVE28",0.946824170588234,6.83251118181818,4.78233625239188,2.05939377578434e-05,2.92062131798315e-05,1.22859493293964
"RAB33A",1.03638216470588,10.714279,4.78168928565504,2.06371940706086e-05,2.92654871600192e-05,1.22653110568203
"TMEM184C",0.667632876470589,10.6107355227273,4.78001332066659,2.07496659611904e-05,2.9422900016604e-05,1.22118516439384
"SLC52A1",1.30655027058824,7.71535372727273,4.77874541823159,2.08351541722656e-05,2.95420306043901e-05,1.21714122818847
"MILR1",0.819659558823528,3.67702481818182,4.77860063725297,2.08449380549042e-05,2.95538112474939e-05,1.21667947449265
"SSR3",1.93411128823529,5.36096856818182,4.77827533771633,2.08669373696184e-05,2.95829079538708e-05,1.21564200389843
"GMPPB",0.558965382352941,6.99751486363636,4.77698578213738,2.09543724671171e-05,2.97047618187877e-05,1.21152946514181
"TXNL1",1.38217827647059,6.65693977272727,4.77403391137259,2.11558771240168e-05,2.9988291151168e-05,1.20211689254767
"NECAB1",-1.5634968117647,5.62637177272727,-4.77258545339766,2.12554504330671e-05,3.01273036917285e-05,1.19749887421891
"TKFC",-0.852716058823528,7.03446209090909,-4.76915996523947,2.14927732898532e-05,3.04615278436635e-05,1.18657933682532
"PDSS1",1.00592985882353,6.92864404545455,4.76893103682445,2.15087264731242e-05,3.04819815146533e-05,1.18584966021672
"BAZ2A",0.64741281764706,8.45272736363636,4.76781900064446,2.15863862349867e-05,3.05898761360537e-05,1.18230535687302
"TDRD9",-0.283288288235296,6.28387456818182,-4.76688093737061,2.16521111176889e-05,3.06808438784426e-05,1.17931574087829
"GMCL2",1.27094981176471,5.25294768181818,4.76571988114445,2.17337327934798e-05,3.07943227697685e-05,1.17561569488384
"LINC01592",1.31787084117647,7.51174463636364,4.76569765079264,2.17352985282863e-05,3.07943631175212e-05,1.17554485405699
"LINC02059",1.02873994117647,8.50532620454546,4.76557753157049,2.17437607229414e-05,3.08020550511899e-05,1.17516207532349
"LINC01545",0.690609852941176,3.32257647727273,4.76557693243365,2.1743802939241e-05,3.08020550511899e-05,1.17516016608744
"COBLL1",2.4829536117647,8.15073929545454,4.76510704676866,2.17769368229571e-05,3.08468108073453e-05,1.17366283033242
"PRPF18",0.714646794117647,8.04524847727273,4.76325048186789,2.1908339027856e-05,3.10307464757132e-05,1.16774715285612
"GALNT8",0.923075282352941,8.57835847727273,4.76298761005727,2.19270073026146e-05,3.10549922430696e-05,1.16690960697819
"PUS7L",0.400367617647059,4.89096318181818,4.76186341961925,2.20070204061827e-05,3.11661104826194e-05,1.16332794183648
"TEX13B",1.15664448823529,8.69790679545454,4.76182066789522,2.20100688834831e-05,3.1168224224087e-05,1.16319174020254
"GDPD1",-1.55461844705882,5.49150075,-4.76154981751535,2.20293919486586e-05,3.11933823083007e-05,1.16232885360744
"RFPL3S",1.40559118823529,8.5258215,4.76141042164738,2.20393432671105e-05,3.12052674813936e-05,1.16188476625758
"GJA4",1.14678520588235,5.02843225,4.76113118643516,2.20592908778763e-05,3.12313036162004e-05,1.16099519079707
"CENATAC",0.599875470588237,10.8983847727273,4.75915292978982,2.22011207226918e-05,3.14298834146262e-05,1.15469340759327
"PRIMPOL",-0.754346617647059,5.14937297727273,-4.75867098543122,2.2235809189354e-05,3.14767669903993e-05,1.15315828501581
